StudentID.i,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1021,16,F,Caucasian,Bachelor's,2.621597234094062,2,No,High,No,No,No,Yes,2.778411299920653,C
1022,15,M,Caucasian,Some college,15.323142031655559,25,No,Low,Yes,No,No,No,0.34689403670501484,F
1023,16,F,African America,None,18.648879567547016,29,Yes,Low,No,No,No,No,0.3125462305253549,F
1024,18,F,Others,Higher,18.94613798473924,20,No,Moderate,Yes,No,No,No,1.7701318767799732,F
1025,18,F,Caucasian,High school,7.380354648223455,15,No,Moderate,No,No,No,No,1.5051556220362858,F
1026,16,F,Caucasian,Bachelor's,2.7103374712150807,5,No,Very High,No,No,Yes,No,2.977851918315743,C
1027,16,M,Caucasian,High school,10.367992532661303,2,No,Moderate,No,Yes,No,No,2.948717671911921,C
1028,16,F,Caucasian,Bachelor's,2.2521845869844137,8,No,High,No,No,Yes,No,2.1452047204671914,D
1029,18,M,Caucasian,None,18.679748370252344,10,No,High,Yes,No,No,No,2.854803928981318,C
1030,18,M,Caucasian,Some college,3.671592547,20,No,High,Yes,No,No,No,1.519441725815139,F
1031,15,M,Asian,Some college,5.055317199023282,12,Yes,None,No,Yes,No,No,1.727120309522409,F
1032,15,M,Caucasian,Bachelor's,8.132730537699409,17,No,Very High,No,No,No,Yes,1.8475354711387906,F
1033,18,M,Caucasian,Bachelor's,7.663289371182516,25,No,Low,No,Yes,No,No,0.38461697285648777,F
1034,16,M,Others,Bachelor's,15.89325784795778,21,No,None,Yes,Yes,No,No,0.949406098,F
1035,16,M,Caucasian,Bachelor's,9.126336411019247,27,Yes,Moderate,Yes,Yes,No,No,1.1409594184203395,F
1036,15,M,Others,High school,3.415365200066738,23,No,Low,No,No,No,No,0.2614722600507521,F
1037,18,M,Caucasian,High school,5.344197909721482,26,Yes,Low,No,No,No,No,0.21828485682103177,F
1038,15,M,Asian,High school,10.18226770375044,21,Yes,Low,No,Yes,No,No,1.0677635510419796,F
1039,15,F,African America,High school,2.949078348522698,3,Yes,Low,Yes,Yes,No,No,3.0189058584279675,B
1040,17,F,Asian,High school,12.233113512920282,21,Yes,High,Yes,Yes,No,No,1.5268678317927231,F
1041,17,F,Others,Some college,11.314946131022918,23,Yes,Low,No,No,No,No,1.0582873996898603,F
1042,17,M,Caucasian,High school,14.294046327645153,7,No,Moderate,No,No,No,No,2.625128097732231,C
1043,16,F,Others,Some college,18.754092307587353,12,Yes,Very High,No,No,No,No,2.8087548220286536,C
1044,18,F,Caucasian,High school,18.245091222023113,9,No,Moderate,No,Yes,No,No,2.8888916692724433,C
1045,18,F,Caucasian,High school,18.921512361376628,1,Yes,High,Yes,Yes,No,No,4,A
1046,18,M,Caucasian,Some college,4.894311940474019,7,No,Very High,No,No,Yes,No,2.515300272256249,C
1047,18,M,African America,Some college,2.6313061327870924,5,No,Low,Yes,No,No,No,2.5637654300150947,C
1048,17,M,Caucasian,Some college,6.04553401,15,No,Moderate,No,No,No,No,1.7036118032323682,F
1049,16,M,African America,Some college,17.90170345532629,17,No,High,No,No,Yes,No,2.0998851567205854,D
1050,16,F,African America,High school,19.441069492469765,16,No,Very High,Yes,No,No,No,2.4610469629080955,D
1051,17,F,Asian,Some college,17.18649902140952,5,No,High,No,No,No,No,2.935477191694632,C
1052,16,F,Asian,None,2.200354422550872,12,Yes,Low,Yes,No,Yes,No,1.9863780592187463,F
1053,17,F,Caucasian,High school,18.948559961195862,22,No,Very High,No,No,Yes,No,1.5715441913992825,F
1054,18,M,Caucasian,Some college,8.467160547,13,No,Low,No,Yes,No,No,1.6643106896610833,F
1055,17,M,Caucasian,None,0.18620581524707358,29,Yes,Moderate,Yes,Yes,No,No,0.7562591665741925,F
1056,18,M,Caucasian,High school,8.847874814963872,25,No,Moderate,No,Yes,No,No,0.8027695392342074,F
1057,18,F,Caucasian,Higher,0.9213833935093518,20,No,Moderate,No,Yes,Yes,No,1.3423871779577345,F
1058,15,M,Caucasian,Higher,10.87755842322235,29,No,High,Yes,No,No,No,0.2865712882866222,F
1059,17,M,Caucasian,High school,6.771080548741026,9,Yes,High,No,Yes,No,No,2.613838694,C
1060,15,F,Others,None,9.468698671880976,23,No,High,No,Yes,No,No,0.9290125546259369,F
1061,17,F,African America,High school,12.26340721486234,10,No,None,Yes,No,Yes,No,1.8927586959265916,F
1062,17,M,Caucasian,High school,17.376021916356407,12,No,Moderate,No,No,Yes,No,2.331261549308754,D
1063,15,M,African America,Bachelor's,13.238031529438572,11,No,High,No,Yes,No,No,2.234238472600233,D
1064,15,M,Caucasian,High school,8.680977369563614,8,No,Moderate,No,Yes,No,No,2.3858282190764624,D
1065,17,M,Caucasian,Some college,16.388557073407302,3,Yes,Very High,No,No,No,No,3.3473567435078095,B
1066,16,M,African America,High school,18.111642751462643,6,Yes,High,Yes,No,No,No,3.2618553073332905,B
1067,18,M,Caucasian,Higher,2.3951993286439444,23,No,High,No,Yes,No,No,1.0396238791477144,F
1068,15,F,Caucasian,High school,10.638659551055829,28,No,None,No,Yes,No,No,0.027818624732467906,F
1069,18,F,Others,Some college,5.690239194848883,21,Yes,High,No,No,Yes,No,1.3299645378768772,F
1070,16,F,Asian,High school,0.941223958,1,No,Very High,No,No,Yes,No,3.2839165218973836,B
1071,16,M,African America,Some college,13.370933902279706,6,No,Moderate,Yes,No,No,No,2.937454182316864,C
1072,16,F,African America,High school,17.255415549184512,28,No,High,No,No,Yes,Yes,0.7388682028052602,F
1073,15,M,African America,High school,3.258053089547881,8,No,Moderate,Yes,Yes,No,No,2.556801662833417,C
1074,16,M,Caucasian,Bachelor's,16.24827315247801,4,Yes,Moderate,No,No,No,No,3.300928568970799,B
1075,15,F,Caucasian,Bachelor's,17.067914670738833,14,No,High,Yes,No,Yes,No,2.200682946560561,D
1076,16,M,Caucasian,Bachelor's,18.28680885332967,17,No,High,No,Yes,No,No,1.8558655731681934,F
1077,18,M,Caucasian,Some college,5.305701781721048,3,No,High,No,No,No,No,2.7344014944199917,C
1078,18,F,African America,Bachelor's,18.079061303797786,18,Yes,Low,Yes,Yes,No,No,2.1317372971872284,D
1079,17,F,Caucasian,None,6.413255094728645,19,No,Low,No,No,No,No,0.9797699107752862,F
1080,18,F,Others,High school,11.046760269110056,25,No,High,No,Yes,No,No,0.994325024,F
1081,17,M,Others,High school,1.0101494166456426,6,No,Low,No,Yes,No,No,2.0746999767813343,D
1082,18,F,Asian,Some college,0.8776217673748721,25,No,Moderate,No,No,No,No,0.500508036,F
1083,15,F,African America,High school,14.407464254644058,7,No,None,Yes,Yes,No,No,2.532438417587673,C
1084,18,M,Asian,High school,8.88959956,16,No,Low,No,Yes,No,No,1.4633780357856976,F
1085,17,F,Caucasian,Some college,5.125847507384352,12,No,High,Yes,Yes,No,No,2.342836773191855,D
1086,17,F,Asian,Bachelor's,3.808269920498204,23,No,High,No,No,No,No,1.1588463344506035,F
1087,16,F,Caucasian,High school,13.399069817184362,20,Yes,Low,Yes,No,Yes,Yes,1.5237487447337323,F
1088,15,M,Asian,High school,0.008030881,27,No,Low,No,No,Yes,No,0,F
1089,18,M,Caucasian,High school,16.117823383937086,22,No,None,Yes,No,Yes,No,1.0586220144439875,F
1090,16,M,Asian,High school,1.5849921225985764,10,No,Moderate,No,No,Yes,Yes,2.2297401841747666,D
1091,18,M,Others,High school,3.829792298162389,26,No,Low,No,No,No,Yes,0.19474328074551517,F
1092,18,F,Caucasian,Some college,7.724727905981792,0,No,Moderate,Yes,Yes,No,No,3.5069200713692137,A
1093,16,M,Caucasian,Some college,9.697174794322072,1,Yes,High,No,No,No,No,3.552286943350944,A
1094,16,M,Others,Some college,7.099902316278836,16,Yes,High,No,Yes,No,No,2.238491354,D
1095,16,F,Caucasian,High school,6.414243299685878,4,No,Low,Yes,Yes,No,No,2.7084723438568763,C
1096,16,F,Asian,Bachelor's,19.278320241463767,29,No,High,No,No,No,Yes,0.7329082339013866,F
1097,16,F,African America,High school,12.831593624867885,29,No,Very High,No,No,Yes,No,0.9654824453045303,F
1098,18,M,Caucasian,Some college,0.46865910734776417,5,No,Moderate,No,Yes,No,No,2.5552328599380942,C
1099,16,M,Caucasian,Bachelor's,8.603518168886264,25,No,Moderate,Yes,No,Yes,Yes,0.7443222999212357,F
1100,15,M,Caucasian,High school,17.500173994879404,24,No,Moderate,No,No,No,No,0.7220565813951911,F
1101,17,F,Asian,High school,6.029123728213359,23,Yes,Low,Yes,Yes,No,Yes,1.2712295298373406,F
1102,16,F,Caucasian,Bachelor's,1.8911268954877647,6,No,High,Yes,No,Yes,Yes,2.526142141,C
1103,16,M,African America,High school,15.167695431798355,27,No,High,Yes,Yes,No,No,0.9424153953595232,F
1104,18,F,Caucasian,Some college,12.120276638721625,20,Yes,Moderate,No,Yes,No,No,1.515639098395023,F
1105,16,F,African America,None,11.406250156530078,29,No,High,Yes,No,No,No,0.6482739267081915,F
1106,16,F,Asian,Some college,1.0715311921481585,14,No,High,No,Yes,Yes,Yes,2.0488500821388604,D
1107,16,M,Others,High school,2.8099801959103465,18,No,None,Yes,No,No,Yes,0.8422959992571388,F
1108,18,F,Caucasian,None,12.450987924262275,15,No,Low,No,Yes,No,No,1.4641879236906472,F
1109,16,F,Asian,Some college,4.156476829176716,24,Yes,High,Yes,Yes,No,No,1.487946865169799,F
1110,17,M,Asian,High school,10.081401594968487,12,Yes,Very High,No,No,No,No,2.587565796370635,C
1111,18,M,African America,High school,10.89763372058787,4,Yes,High,No,No,No,No,3.2208069781948727,B
1112,17,F,Others,None,5.670143805418788,2,Yes,Very High,No,No,Yes,No,3.5451594318003106,A
1113,18,F,Caucasian,High school,18.968503110829857,2,No,Moderate,No,No,No,No,3.0895989530746473,B
1114,16,M,Caucasian,High school,16.84928214,18,Yes,Low,No,Yes,Yes,No,1.9199564399182076,F
1115,17,M,Asian,None,14.44747015265597,13,Yes,Moderate,No,No,No,No,2.1985931845869615,D
1116,18,F,Caucasian,Bachelor's,1.5598773281881817,15,No,None,No,No,No,Yes,0.8782126167627767,F
1117,15,F,Asian,None,2.122600386180389,21,No,High,Yes,No,Yes,No,1.340368647512407,F
1118,16,F,Asian,Some college,9.855626917299114,16,No,Very High,No,No,No,No,1.8195113357139092,F
1119,18,F,Caucasian,High school,3.2142669838197135,26,No,High,No,Yes,No,No,0.6193509314675341,F
1120,15,M,Asian,High school,19.56530927058948,3,No,Moderate,Yes,No,Yes,Yes,3.619460869693516,A
1121,18,F,Caucasian,Bachelor's,3.170404680548189,12,Yes,Low,Yes,Yes,No,No,2.1749027962098797,D
1122,15,F,African America,High school,9.749356709,7,Yes,Low,No,Yes,Yes,No,2.9744060149110436,C
1123,16,M,African America,Higher,7.282421136830108,18,No,Moderate,No,No,No,No,0.9807358437488027,F
1124,17,F,Others,High school,12.787728429081959,4,No,High,No,No,No,No,3.101673809015105,B
1125,15,M,Caucasian,Some college,2.5807281777884983,1,Yes,Moderate,Yes,No,Yes,No,3.4982573417733205,B
1126,18,F,Caucasian,Some college,8.606328560847817,14,No,Very High,Yes,No,No,No,2.590553445052984,C
1127,16,F,African America,Bachelor's,5.494100656142873,1,No,High,Yes,No,No,No,3.5350037581843186,A
1128,15,M,Asian,Some college,17.75503049343376,10,Yes,Low,No,Yes,No,No,2.8199217452931866,C
1129,18,M,African America,Some college,0.8117142426939017,12,Yes,Low,Yes,Yes,No,No,2.0165967745176614,D
1130,18,F,Caucasian,High school,18.274549880129186,22,Yes,High,No,No,No,No,1.3711850388917164,F
1131,18,F,Caucasian,High school,16.65988277106001,9,No,Low,No,No,No,No,2.1047955879699045,D
1132,15,F,Caucasian,Bachelor's,5.951414328816309,2,No,High,No,No,No,No,3.030439088696523,B
1133,15,M,Asian,High school,15.785813093542094,4,Yes,Moderate,No,Yes,No,No,3.5824218723119596,A
1134,15,F,Caucasian,High school,0.6242712067749512,2,No,Low,Yes,No,No,No,2.4265467060392454,D
1135,17,M,Caucasian,Some college,19.33731100586787,5,Yes,Moderate,Yes,No,No,No,3.161436270258364,B
1136,15,M,Others,High school,10.531898851795788,12,No,Moderate,Yes,No,No,No,2.122638529628868,D
1137,15,F,Caucasian,Higher,6.065620521308905,9,No,High,No,Yes,No,No,2.204860580997317,D
1138,15,M,Others,Some college,7.2516642518935415,18,No,None,Yes,No,Yes,Yes,1.1829875004980481,F
1139,17,F,African America,Some college,1.3281070692099473,7,No,High,Yes,No,No,No,2.7387957163435996,C
1140,15,F,Asian,Bachelor's,19.786990280840783,17,Yes,High,No,No,No,No,2.2379013009826028,D
1141,18,F,Caucasian,None,0.7858389030138491,2,No,High,Yes,No,No,No,3.1394815463803876,B
1142,15,F,Caucasian,High school,13.098142462957181,23,Yes,None,Yes,Yes,No,No,1.0460447710800969,F
1143,18,F,Asian,Some college,8.854718554129166,23,Yes,High,No,No,No,No,0.8164582452137992,F
1144,18,M,Asian,High school,18.978324363774302,16,No,Moderate,Yes,No,Yes,No,2.0335446205211802,D
1145,18,M,Asian,Some college,4.919994806135904,7,Yes,Moderate,Yes,Yes,No,No,2.4320785227822372,D
1146,17,F,Caucasian,Bachelor's,10.641736478760226,9,No,High,Yes,No,No,No,2.6597713195279016,C
1147,17,F,Asian,Some college,9.647124172,1,Yes,Moderate,Yes,No,No,Yes,3.5888879397650117,A
1148,17,M,Asian,High school,14.057328881002027,11,No,High,No,Yes,No,No,2.3145876278110027,D
1149,15,M,African America,Higher,1.3602046390484102,22,No,Low,Yes,Yes,No,Yes,1.00722582,F
1150,18,M,Asian,Some college,3.875782600467097,5,No,High,Yes,No,No,No,2.8816123214605245,C
1151,17,M,Asian,Some college,4.291296401856997,1,No,Low,No,Yes,Yes,No,2.8045049289116846,C
1152,17,F,African America,High school,14.763015096833794,20,Yes,High,No,Yes,No,No,1.7629211240998668,F
1153,15,F,Caucasian,Bachelor's,3.7827739265348015,22,No,Very High,Yes,No,No,Yes,1.119911263,F
1154,17,M,Caucasian,Some college,11.469835277819534,23,No,Moderate,No,No,No,No,1.0306575057198797,F
1155,15,F,Caucasian,Some college,4.304876410019074,2,No,Moderate,Yes,No,No,No,3.0756193536614336,B
1156,16,M,Caucasian,Bachelor's,17.232499001679567,16,Yes,High,Yes,Yes,No,No,2.631434065124418,C
1157,17,F,Caucasian,High school,18.84370908979277,28,No,None,No,Yes,Yes,Yes,0.5030669073279145,F
1158,16,M,Caucasian,Some college,10.369859498844809,6,No,Moderate,No,No,No,No,2.784237837142815,C
1159,15,F,Caucasian,Bachelor's,7.046177684183565,28,No,Moderate,No,No,No,No,0.24762676508656342,F
1160,18,M,Caucasian,High school,4.681155500349982,20,No,High,No,No,No,Yes,1.1895487696187859,F
1161,17,M,Asian,Some college,0.9956200304608753,4,Yes,High,Yes,No,No,Yes,3.3759940088028393,B
1162,15,F,Others,Bachelor's,5.370001523949908,22,Yes,High,No,No,No,No,1.293573556445951,F
1163,18,M,Caucasian,Some college,13.084715598906358,0,Yes,High,No,No,Yes,Yes,3.7185869042869646,A
1164,18,F,Others,Some college,10.672338626184217,7,No,High,Yes,No,No,No,2.670559614819829,C
1165,16,F,African America,Bachelor's,18.880825565618547,11,Yes,Moderate,Yes,No,No,No,2.369648013449619,D
1166,15,M,Caucasian,Bachelor's,7.925545249834012,13,No,Moderate,No,Yes,No,No,1.6244868202221543,F
1167,18,F,Caucasian,High school,13.87726684656789,15,Yes,Moderate,Yes,Yes,No,No,2.5374768278143587,C
1168,17,F,African America,None,9.786454949502428,9,No,Very High,No,Yes,No,No,2.298417928509479,D
1169,17,F,Asian,Some college,10.251524318484233,14,No,High,Yes,No,No,No,2.2598041504961186,D
1170,16,F,Asian,Some college,5.355486292,20,No,Moderate,No,Yes,No,No,1.3213433008698847,F
1171,18,F,Caucasian,Some college,9.099015536839994,23,No,High,No,Yes,No,No,0.9499742281238568,F
1172,15,M,Caucasian,Some college,9.415699940254145,25,No,Moderate,Yes,No,No,Yes,0.818786616,F
1173,17,F,Caucasian,High school,14.132850434978678,14,Yes,High,No,No,No,No,2.3392245127535936,D
1174,18,F,Caucasian,Some college,18.81279998372228,9,No,Moderate,No,Yes,No,No,2.6827762879633723,C
1175,18,F,Caucasian,High school,6.586425549650086,20,Yes,Low,Yes,No,No,No,1.543837471085622,F
1176,16,F,Caucasian,Some college,0.8440093716259689,27,No,High,Yes,No,No,No,0.19690110482362244,F
1177,17,F,Asian,Some college,9.925902510012794,6,No,High,No,No,No,No,2.748610257448085,C
1178,17,M,Others,High school,10.889226642983372,25,Yes,Moderate,Yes,No,Yes,No,1.1048937876999443,F
1179,15,F,Caucasian,High school,3.368811022638305,2,No,Moderate,Yes,No,No,No,2.553439811443938,C
1180,17,M,Others,Some college,15.209292125521333,1,No,High,Yes,No,No,Yes,3.2742334588098787,B
1181,15,M,Caucasian,Some college,19.698582168829834,5,Yes,High,No,No,No,No,3.1860603780389143,B
1182,17,M,Caucasian,High school,18.915494340169218,20,No,High,Yes,No,No,No,1.722115750240589,F
1183,16,M,Caucasian,Higher,3.9421207764730437,8,No,Moderate,Yes,Yes,No,No,2.3380463575903736,D
1184,17,F,African America,Some college,17.507264798015214,9,Yes,Very High,Yes,Yes,No,No,3.273998748434336,B
1185,15,M,Others,Higher,14.089872728233694,3,No,High,No,No,No,No,2.993502391205279,C
1186,15,M,African America,Some college,9.076931276138232,26,Yes,High,Yes,No,No,No,0.8963978990233954,F
1187,16,F,Caucasian,Some college,10.812219886494582,2,No,High,No,No,No,No,2.9610552588035977,C
1188,17,F,African America,Bachelor's,16.99200349964916,8,No,Low,Yes,No,No,No,2.6743510954520984,C
1189,17,F,Caucasian,Some college,9.602698792767463,23,No,None,Yes,Yes,No,No,1.2178731513333656,F
1190,16,M,Asian,Some college,7.464147382102537,21,Yes,High,No,No,No,No,1.36559111,F
1191,17,F,African America,High school,9.864949860519715,16,No,Moderate,No,No,No,Yes,1.5222748446854282,F
1192,17,F,Caucasian,Some college,11.582596080700982,13,Yes,High,No,No,No,No,2.2314023973705024,D
1193,15,M,African America,High school,3.781553075566977,9,No,Moderate,Yes,No,No,No,2.135266354890094,D
1194,17,F,African America,High school,18.018154605339813,12,No,Moderate,No,No,No,No,2.255698914963147,D
1195,17,F,Caucasian,None,13.483738976592276,11,Yes,Low,Yes,No,Yes,No,2.751145787611705,C
1196,16,F,African America,None,12.665378346749778,26,No,High,Yes,Yes,No,No,0.8976341586164038,F
1197,16,F,Caucasian,Higher,1.9899245236127627,0,No,Low,Yes,No,No,Yes,3.117354434785501,B
1198,18,M,Asian,High school,12.083478763451836,27,No,High,Yes,No,Yes,No,1.2875951312580094,F
1199,15,F,Asian,Some college,2.4192132447698467,21,No,Moderate,No,No,No,No,0.5710530980330257,F
1200,17,F,Asian,Bachelor's,1.573953503907981,28,No,High,Yes,No,No,No,0.5813557994949716,F
1201,17,M,African America,Some college,10.546217912847865,18,No,Low,No,No,Yes,No,1.6434624040739563,F
1202,18,F,African America,High school,8.055710680929899,18,No,Low,No,No,No,No,1.2348440407820207,F
1203,17,M,Caucasian,Some college,11.776205403124465,5,No,High,No,Yes,No,Yes,2.968093619579765,C
1204,15,F,Asian,Some college,1.7844433611447719,12,No,Moderate,Yes,No,No,No,2.009298479722319,D
1205,18,M,Caucasian,Some college,8.619661256945168,18,No,Low,Yes,No,No,No,1.146086034129592,F
1206,15,M,Caucasian,Some college,3.4957343009031594,12,Yes,Very High,No,No,No,No,2.1923631978552875,D
1207,18,M,Caucasian,Higher,19.74200171848233,26,Yes,Low,Yes,No,No,No,0.945730873,F
1208,18,M,Caucasian,Some college,11.223004248703488,25,No,Moderate,Yes,No,No,No,0.5672500284902902,F
1209,16,F,African America,High school,13.748737218817347,21,No,Low,No,No,No,No,0.9707643470928291,F
1210,15,M,Caucasian,Some college,6.508365613652156,20,Yes,Moderate,Yes,No,Yes,Yes,1.6560601255004677,F
1211,17,F,Asian,None,1.894778295586883,3,No,Moderate,No,No,Yes,No,2.8393132491560324,C
1212,17,M,Caucasian,Bachelor's,19.517417255670733,23,No,Low,No,No,Yes,Yes,0.18981806,F
1213,15,M,Caucasian,High school,5.7251807076636645,1,No,High,Yes,No,No,No,3.258294685,B
1214,17,M,African America,High school,8.476163703471485,14,Yes,Moderate,No,No,No,No,1.9200558526588953,F
1215,17,F,Caucasian,Bachelor's,12.99727843,11,No,High,No,No,No,No,2.0217714943693785,D
1216,15,M,Caucasian,Some college,0.4939459537222257,29,Yes,Low,Yes,No,No,No,0.1259330746249498,F
1217,18,F,Asian,High school,16.205182610345737,26,Yes,Moderate,Yes,No,No,No,1.2870134123902284,F
1218,15,F,Caucasian,Some college,10.731563800572406,6,No,None,Yes,No,Yes,No,2.5914267032293132,C
1219,18,F,Asian,Bachelor's,5.564343741376443,19,Yes,High,No,No,No,No,1.4633796485355999,F
1220,17,F,Caucasian,High school,1.232159705849385,17,No,High,No,No,No,No,1.465549386433812,F
1221,17,F,Caucasian,Bachelor's,3.2499683094888288,22,No,High,Yes,Yes,No,Yes,1.710466837709535,F
1222,17,F,Asian,None,17.900677177068737,12,No,Moderate,No,Yes,No,Yes,2.288505685252231,D
1223,16,F,Caucasian,Some college,13.72048447871782,16,No,High,No,No,Yes,No,1.9609688486532324,F
1224,18,F,Caucasian,Bachelor's,4.998034432737796,3,No,High,No,No,No,No,2.6216233262773407,C
1225,16,F,Caucasian,High school,1.3120152989005907,24,No,None,Yes,No,No,No,0.7683163859836675,F
1226,16,M,Caucasian,Some college,13.812306247732726,13,No,Low,No,No,Yes,No,1.8064063454058108,F
1227,15,M,Asian,High school,11.448154519355302,19,No,Moderate,No,No,No,No,0.881866353,F
1228,16,M,Caucasian,Some college,8.090390489164701,27,No,High,No,Yes,No,No,0.8170682206563473,F
1229,15,M,Asian,Some college,7.272228983801277,12,Yes,None,No,No,No,No,1.4461325277019692,F
1230,15,M,Asian,Some college,4.336285518582166,2,No,High,No,Yes,No,No,3.3390943622003117,B
1231,16,F,Caucasian,High school,13.392225130750353,25,No,Moderate,No,No,No,No,0.8196254779474454,F
1232,18,F,Others,High school,19.41336055587741,25,No,Moderate,No,No,No,No,0.6768179731112823,F
1233,18,F,Caucasian,None,3.514304916736517,17,No,Low,No,Yes,No,Yes,1.3895448744649723,F
1234,18,F,Others,High school,11.942332400310068,13,No,Moderate,No,Yes,No,Yes,1.9915084140251775,F
1235,18,F,Caucasian,Some college,8.483701114919524,14,No,None,No,Yes,No,No,1.6398675504146125,F
1236,18,F,African America,Bachelor's,8.933774434893298,2,No,None,No,Yes,No,No,2.5117430206054214,C
1237,16,F,Caucasian,Some college,5.082945602556288,0,No,High,No,No,Yes,No,2.9839199495864985,C
1238,16,M,Caucasian,Some college,16.50269751322838,25,Yes,Moderate,No,No,Yes,No,1.258654854,F
1239,17,M,African America,Higher,9.705112082944822,23,Yes,Moderate,No,No,No,No,1.4179299273727557,F
1240,18,M,Asian,Some college,10.868117043965281,16,No,Low,Yes,No,Yes,No,1.5970165723817666,F
1241,16,M,Caucasian,Bachelor's,6.095218255946515,2,Yes,Moderate,No,Yes,No,No,3.0886998681859597,B
1242,17,F,Caucasian,Some college,3.636169313338995,13,No,None,Yes,Yes,No,No,1.6413414427787147,F
1243,18,F,Asian,High school,1.7182077640564097,2,No,Moderate,No,Yes,No,No,2.5868706562634283,C
1244,15,F,African America,None,14.282382818498318,12,Yes,Moderate,No,No,No,No,2.389032645212185,D
1245,17,M,Others,Some college,3.9246856337571123,14,No,Moderate,Yes,No,No,No,1.8981464002812252,F
1246,16,F,Asian,High school,13.801507083775954,17,No,Very High,No,Yes,No,No,2.1104879749817496,D
1247,15,F,Others,High school,7.8075289209390775,13,No,Moderate,No,No,No,No,1.7002735894049135,F
1248,15,F,Asian,Some college,8.315496019793029,20,No,Moderate,Yes,No,No,No,1.0444999950877136,F
1249,15,M,Caucasian,Some college,9.383549921855433,25,No,Moderate,No,Yes,No,No,1.1941661337644758,F
1250,17,F,Caucasian,Some college,7.354170162550863,2,No,Low,No,No,Yes,No,2.6491368281965504,C
1251,16,M,Asian,High school,2.0123995444518017,18,No,High,No,Yes,No,No,1.2341413889277302,F
1252,15,M,African America,High school,6.192636200056915,7,No,Moderate,Yes,No,No,No,2.127408865912826,D
1253,18,M,Caucasian,Some college,13.274687213878769,3,Yes,Low,Yes,No,No,No,2.913887649138132,C
1254,15,M,Caucasian,Higher,13.31568802937742,3,No,High,No,No,No,Yes,3.119393913150377,B
1255,15,F,Others,Some college,5.724486144799887,18,Yes,None,No,No,No,No,1.0363787383257312,F
1256,17,M,African America,Bachelor's,9.202052531,10,No,Very High,Yes,No,No,Yes,2.403284547023526,D
1257,17,M,Caucasian,Some college,3.8689445602387496,0,Yes,High,No,No,No,No,3.1565080639094454,B
1258,16,F,Caucasian,Some college,4.2074416305967155,7,Yes,Moderate,No,Yes,Yes,No,2.723471858740064,C
1259,18,F,Caucasian,High school,0.46094176813214816,14,No,Low,Yes,Yes,No,No,1.5309511463109082,F
1260,17,M,Caucasian,Some college,17.934930998154893,0,No,Low,No,No,No,No,3.4685813491357274,B
1261,15,F,Caucasian,Some college,4.214133301498125,6,No,Low,Yes,No,No,No,2.3020320443414053,D
1262,16,M,Caucasian,Some college,4.550677538729266,20,Yes,Low,Yes,No,No,No,1.2656779091994341,F
1263,15,M,Asian,Some college,5.592028652902636,19,No,Moderate,Yes,Yes,No,Yes,1.479602227739032,F
1264,15,M,Caucasian,Some college,2.548161434,19,No,Very High,No,No,Yes,Yes,1.4450767191993792,F
